accident_index,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,hour_of_day,road_type,speed_limit,junction_control,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,vehicle_type
ACC042829,3,2,2,3,20,2,30,0,1,4,2,2,1
ACC042830,2,2,4,6,23,9,60,2,1,2,1,2,4
ACC042831,3,2,1,3,7,1,60,0,6,1,1,1,1
ACC042832,3,2,5,7,16,9,70,2,4,2,2,1,9
ACC042833,2,2,1,2,13,2,70,4,1,1,4,1,1
ACC042834,3,2,2,6,14,3,30,1,1,3,1,1,3
ACC042835,3,4,3,3,9,12,60,4,4,2,1,2,1
ACC042836,3,1,3,3,21,2,30,2,1,2,2,2,2
ACC042837,3,2,1,6,17,3,30,1,1,1,2,2,1
ACC042838,3,4,1,5,10,3,30,2,1,4,4,1,9
ACC042839,1,2,1,7,15,1,50,2,1,2,1,2,1
ACC042840,2,2,1,1,14,6,60,1,4,1,1,1,5
ACC042841,3,4,1,1,6,1,30,0,1,6,1,1,1
ACC042842,3,1,4,5,15,1,40,2,1,4,2,1,1
ACC042843,3,2,1,7,14,7,70,0,7,2,1,2,9
ACC042844,3,4,1,1,19,1,30,0,1,1,1,2,1
ACC042845,3,2,1,5,15,1,30,0,6,7,1,2,1
ACC042846,1,3,4,1,8,9,20,0,4,4,1,1,1
ACC042847,3,3,1,7,7,7,70,1,4,2,2,1,11
ACC042848,3,2,4,2,15,2,60,2,1,2,1,1,3
ACC042849,3,1,2,2,7,9,40,0,1,1,1,1,1
ACC042850,3,3,1,2,18,2,70,0,1,1,2,1,1
ACC042851,3,3,4,5,13,7,30,0,1,1,2,2,9
ACC042852,3,2,3,6,9,3,30,4,1,1,2,2,3
ACC042853,3,1,1,1,16,2,30,1,1,3,1,2,11
ACC042854,3,2,1,5,17,3,30,2,6,1,2,1,4
ACC042855,3,1,1,1,10,2,30,1,1,4,1,1,3
ACC042856,3,4,1,7,20,6,30,0,1,2,1,1,1
ACC042857,2,2,1,3,17,1,20,1,1,1,1,2,3
ACC042858,3,4,2,3,9,1,30,2,1,1,1,2,9
ACC042859,2,2,4,6,16,2,30,1,1,2,4,2,5
ACC042860,2,2,1,7,1,6,40,1,4,1,1,1,3
ACC042861,2,2,2,7,8,2,70,0,4,1,2,1,1
ACC042862,3,2,2,1,15,9,30,0,4,3,2,1,4
ACC042863,3,4,1,4,7,2,40,0,5,2,2,1,3
ACC042864,3,1,1,1,18,1,30,1,6,3,2,2,3
ACC042865,3,1,1,3,16,12,70,2,4,3,1,1,1
ACC042866,3,2,1,3,4,12,40,1,1,4,1,2,1
ACC042867,2,3,1,4,15,1,60,1,5,1,4,1,11
ACC042868,3,1,2,2,8,9,30,1,5,9,2,1,11
ACC042869,3,3,1,6,8,9,50,2,1,2,1,1,1
ACC042870,2,2,2,4,14,1,30,1,1,3,2,2,3
ACC042871,2,2,1,3,5,7,40,0,1,2,1,2,1
ACC042872,3,1,1,4,8,12,50,1,5,2,2,2,9
ACC042873,3,2,3,6,23,1,40,2,4,9,1,2,11
ACC042874,3,2,1,1,9,9,50,0,7,1,1,2,1
ACC042875,3,1,1,1,22,2,50,0,4,1,2,2,1
ACC042876,3,2,3,4,8,2,60,4,1,1,2,1,9
ACC042877,3,3,1,5,7,12,70,0,1,1,1,2,3
ACC042878,3,2,1,2,12,7,50,0,1,3,1,1,1
ACC042879,3,3,1,1,12,9,40,1,1,1,1,1,1
ACC042880,3,2,2,1,15,12,50,2,1,5,2,2,1
ACC042881,1,2,2,3,14,3,40,2,1,2,1,2,3
ACC042882,3,2,2,5,19,7,50,2,6,1,1,2,1
ACC042883,3,2,1,4,17,12,50,2,4,1,2,2,5
ACC042884,3,3,1,4,18,9,70,2,4,1,2,1,1
ACC042885,2,1,2,3,16,2,40,0,5,6,3,1,3
ACC042886,3,1,1,4,18,12,30,0,1,3,2,1,9
ACC042887,3,2,1,7,14,1,30,1,4,1,4,1,9
ACC042888,3,2,1,2,13,7,60,0,5,1,1,1,1
ACC042889,3,2,2,7,8,2,30,0,1,1,1,2,1
ACC042890,2,3,1,3,9,6,30,0,4,1,1,1,9
ACC042891,2,2,1,6,16,3,50,1,5,4,1,1,9
ACC042892,1,1,3,7,8,2,30,1,1,3,1,2,5
ACC042893,3,2,2,1,15,1,30,0,7,2,1,1,1
ACC042894,3,2,2,5,7,12,30,0,4,5,3,1,1
ACC042895,3,3,1,5,17,1,60,2,1,1,1,1,1
ACC042896,3,3,1,2,13,2,60,1,4,2,3,1,1
ACC042897,3,3,1,1,8,2,30,1,1,3,1,2,1
ACC042898,1,1,2,6,11,2,30,2,1,1,1,1,1
ACC042899,1,1,3,5,19,2,20,1,1,1,3,2,3
ACC042900,3,1,3,2,17,9,30,0,4,2,1,2,9
ACC042901,2,1,1,6,16,1,30,1,4,1,1,1,11
ACC042902,3,1,2,7,17,7,60,0,1,2,1,1,11
ACC042903,2,2,1,4,11,9,40,4,1,2,3,1,3
ACC042904,3,1,3,1,14,2,30,0,1,1,1,1,9
ACC042905,2,1,2,4,12,9,60,1,4,1,2,2,1
ACC042906,1,2,1,4,13,2,20,2,1,1,2,1,11
ACC042907,3,2,1,1,14,1,50,1,1,2,1,1,3
ACC042908,3,1,1,7,16,6,40,1,1,1,1,1,5
ACC042909,2,2,2,3,16,7,70,0,1,5,1,2,3
ACC042910,2,2,2,3,14,12,70,0,5,5,1,2,5
ACC042911,3,2,2,6,22,12,70,2,1,1,2,1,3
ACC042912,3,1,4,5,8,3,30,2,4,5,2,1,11
ACC042913,2,2,1,5,3,12,70,0,6,2,1,1,9
ACC042914,3,4,1,5,4,12,60,1,6,1,2,2,3
ACC042915,2,2,1,7,16,9,50,0,4,2,1,2,3
ACC042916,2,2,3,3,6,1,60,1,5,2,5,1,3
ACC042917,3,1,2,4,12,9,60,2,6,1,1,1,1
ACC042918,3,3,1,4,6,1,60,1,1,1,3,1,5
ACC042919,3,2,3,4,8,12,70,0,6,1,1,1,11
ACC042920,3,2,2,2,9,7,30,1,6,1,4,1,1
ACC042921,3,2,3,2,18,2,30,2,1,1,1,2,4
ACC042922,3,2,1,2,16,3,50,0,4,2,2,1,1
ACC042923,3,2,1,4,13,1,60,2,4,1,2,1,9
ACC042924,3,2,2,4,6,12,20,1,1,1,1,2,1
ACC042925,2,2,1,1,17,7,50,0,5,1,1,1,1
ACC042926,3,1,1,4,14,3,30,4,1,4,3,1,1
ACC042927,3,3,2,4,17,2,60,1,1,1,1,2,1
ACC042928,3,2,2,6,8,1,30,1,4,1,1,2,5
ACC042929,1,3,1,4,6,2,70,1,4,2,1,1,1
ACC042930,2,4,1,1,8,9,60,2,5,4,3,2,1
ACC042931,3,2,1,6,10,2,60,2,1,2,1,2,4
ACC042932,3,2,1,3,13,1,60,4,1,1,4,2,1
ACC042933,1,3,1,4,18,1,60,1,1,1,2,2,1
ACC042934,2,2,2,7,13,2,50,0,1,1,1,2,11
ACC042935,3,2,1,4,10,2,50,0,1,2,1,1,9
ACC042936,3,2,3,5,7,2,60,0,4,1,1,1,2
ACC042937,3,1,1,3,8,2,20,1,5,1,1,2,1
ACC042938,3,1,1,5,12,1,60,2,4,2,1,1,11
ACC042939,3,2,2,4,13,1,70,1,1,1,2,1,2
ACC042940,3,2,2,2,13,2,30,0,5,3,1,1,1
ACC042941,3,1,1,6,8,2,70,0,1,1,1,1,11
ACC042942,3,1,3,4,3,9,30,1,4,8,1,1,4
ACC042943,3,2,1,6,18,7,30,1,1,8,1,1,3
ACC042944,3,2,1,3,13,3,30,1,1,4,1,1,3
ACC042945,1,4,5,5,21,9,70,1,1,7,1,2,9
ACC042946,3,2,2,2,21,2,60,0,4,1,5,2,9
ACC042947,3,1,3,7,9,9,60,2,1,4,1,2,1
ACC042948,3,1,3,4,14,1,50,1,5,1,2,2,1
ACC042949,3,2,2,4,16,1,30,0,1,3,2,2,11
ACC042950,3,2,4,2,11,12,50,2,1,1,1,1,4
ACC042951,3,2,1,2,18,9,60,2,1,1,3,2,5
ACC042952,3,2,1,7,19,7,20,0,1,7,1,1,11
ACC042953,3,2,2,2,21,9,30,1,4,1,1,1,1
ACC042954,3,2,2,6,12,1,40,0,1,4,2,1,3
ACC042955,3,3,2,1,8,2,60,2,5,2,2,1,1
ACC042956,3,2,1,2,7,9,70,0,1,1,1,2,5
ACC042957,3,2,1,1,14,2,40,1,1,2,1,2,9
ACC042958,3,2,1,2,22,12,40,4,1,1,2,2,1
ACC042959,3,2,2,3,14,2,30,4,1,6,1,1,11
ACC042960,3,3,1,4,13,12,30,2,1,8,2,1,1
ACC042961,2,2,2,6,15,2,60,1,1,3,1,1,4
ACC042962,3,2,4,1,10,2,30,4,5,5,1,2,1
ACC042963,2,2,2,5,6,9,60,0,4,1,1,1,1
ACC042964,3,2,4,5,8,1,20,2,1,1,1,1,9
ACC042965,3,2,1,1,22,9,30,1,5,1,2,1,3
ACC042966,3,1,1,5,6,2,60,1,1,2,2,2,3
ACC042967,3,2,1,3,11,1,30,1,1,1,1,2,11
ACC042968,2,4,3,3,19,3,20,0,7,2,2,1,9
ACC042969,2,2,1,2,9,2,20,2,4,2,3,2,5
ACC042970,3,3,1,2,16,2,60,0,1,1,1,2,1
ACC042971,3,3,1,1,9,1,30,1,1,1,2,2,1
ACC042972,3,2,5,3,18,2,50,0,4,1,2,2,1
ACC042973,3,2,1,7,16,1,40,1,1,4,1,1,1
ACC042974,3,1,1,4,1,1,30,1,4,1,1,1,9
ACC042975,3,3,1,2,12,7,30,1,1,1,1,2,11
ACC042976,3,2,3,7,16,2,50,2,1,4,3,1,1
ACC042977,3,3,1,2,8,1,20,1,4,1,1,1,11
ACC042978,3,2,1,1,6,2,60,0,4,1,1,1,1
ACC042979,3,1,3,6,16,7,30,2,6,3,2,2,11
ACC042980,3,2,1,2,7,1,30,0,1,2,3,2,9
ACC042981,3,1,2,3,19,2,30,2,1,2,4,1,5
ACC042982,3,2,1,5,8,2,20,0,4,1,2,1,4
ACC042983,3,2,3,7,12,1,30,2,1,1,2,2,5
ACC042984,3,2,2,1,16,1,60,4,5,2,1,1,11
ACC042985,3,1,4,5,17,2,40,0,1,1,1,1,9
ACC042986,3,3,1,6,11,3,30,0,4,5,1,1,3
ACC042987,3,1,2,7,12,2,30,1,1,1,1,1,1
ACC042988,2,2,2,7,21,2,70,0,4,1,2,1,1
ACC042989,2,3,1,1,0,2,20,2,7,1,2,2,1
ACC042990,2,1,2,1,7,1,70,2,1,5,1,2,1
ACC042991,3,2,1,3,16,9,30,0,1,2,2,1,1
ACC042992,3,1,1,2,12,6,40,2,5,1,1,2,1
ACC042993,3,1,1,1,4,1,50,1,1,2,1,1,3
ACC042994,2,2,2,7,14,9,30,4,1,1,5,1,9
ACC042995,2,2,1,3,10,9,70,2,1,2,1,2,11
ACC042996,3,2,1,4,15,9,50,4,1,1,4,1,1
ACC042997,3,2,3,2,14,1,50,1,4,1,1,1,1
ACC042998,3,2,1,4,11,2,30,1,1,1,2,1,1
ACC042999,3,2,1,3,15,2,30,0,4,1,1,1,1
ACC043000,3,2,1,5,0,2,70,0,1,1,2,1,3
ACC043001,2,2,2,4,19,9,40,1,1,1,5,1,3
ACC043002,3,1,1,5,12,9,70,1,6,1,1,1,1
ACC043003,3,3,1,5,8,1,30,0,1,6,3,1,1
ACC043004,3,2,1,6,17,7,40,2,5,2,4,1,3
ACC043005,3,1,2,4,17,12,30,0,1,7,1,1,3
ACC043006,3,4,2,2,2,3,50,0,1,1,1,1,11
ACC043007,3,3,1,2,7,1,60,4,1,1,2,2,2
ACC043008,3,3,2,1,7,7,60,1,1,3,4,1,3
ACC043009,3,1,1,1,14,2,30,2,1,2,1,2,1
ACC043010,3,2,3,2,16,7,30,1,1,2,3,2,9
ACC043011,2,2,1,2,6,3,60,4,6,2,1,1,9
ACC043012,3,3,1,3,12,9,40,2,1,2,2,1,1
ACC043013,2,1,5,2,12,1,30,0,4,4,2,2,2
ACC043014,3,2,1,4,14,1,30,1,1,2,2,1,11
ACC043015,2,4,1,4,15,2,60,4,1,7,1,1,1
ACC043016,3,2,1,5,18,1,30,4,1,7,1,1,5
ACC043017,2,3,1,6,18,6,30,1,6,1,2,2,2
ACC043018,3,3,2,6,10,1,20,0,4,1,2,2,9
ACC043019,3,4,2,5,13,12,70,1,5,1,3,1,3
ACC043020,3,3,4,5,16,7,20,1,1,1,3,1,1
ACC043021,2,1,3,2,16,6,30,1,1,1,1,1,9
ACC043022,2,2,2,6,8,12,30,1,4,1,1,1,5
ACC043023,3,3,1,6,17,2,30,0,1,1,4,1,1
ACC043024,3,2,2,1,17,9,60,0,1,2,1,2,9
ACC043025,1,1,3,5,17,2,50,0,5,1,2,2,11
ACC043026,3,2,1,7,10,6,30,1,1,2,1,2,1
ACC043027,3,2,1,7,4,3,30,4,1,1,2,1,9
ACC043028,3,1,1,3,0,7,60,1,4,4,2,1,11
ACC043029,3,2,1,5,18,3,70,0,1,4,1,1,1
ACC043030,3,2,2,2,7,1,60,1,1,1,1,2,1
ACC043031,3,2,2,1,6,9,60,0,1,6,3,1,2
ACC043032,3,3,1,1,0,2,70,0,1,1,2,1,5
ACC043033,3,4,4,7,12,1,50,1,1,4,3,2,9
ACC043034,3,2,5,2,13,9,40,2,4,2,3,1,4
ACC043035,3,2,2,6,18,3,30,2,1,1,1,1,9
ACC043036,3,1,1,3,7,1,40,0,7,1,3,2,1
ACC043037,3,1,3,4,0,1,60,0,1,1,4,1,3
ACC043038,3,3,3,1,8,2,30,0,1,5,1,2,1
ACC043039,2,3,1,7,8,7,60,0,1,2,2,2,9
ACC043040,3,3,2,2,9,3,70,0,5,1,1,2,5
ACC043041,3,2,1,6,8,6,30,2,1,2,1,2,1
ACC043042,3,1,1,5,7,9,30,0,1,1,2,1,1
ACC043043,3,1,1,4,13,2,30,0,1,1,1,1,1
ACC043044,3,2,2,1,5,1,30,0,1,6,3,1,1
ACC043045,2,2,2,4,7,12,30,4,5,2,1,1,9
ACC043046,3,2,1,7,9,12,60,2,4,1,5,2,2
ACC043047,3,1,1,3,9,1,30,1,1,7,2,2,9
ACC043048,1,2,4,2,16,1,70,1,4,1,1,2,3
ACC043049,2,3,1,6,6,3,30,0,1,1,1,1,11
ACC043050,3,2,1,3,8,12,30,1,1,1,2,1,1
ACC043051,3,2,1,7,17,1,70,0,6,2,1,1,2
ACC043052,3,3,3,6,9,2,70,0,1,2,2,1,1
ACC043053,2,2,3,4,18,6,40,2,5,1,3,2,11
ACC043054,3,2,4,4,8,2,30,1,4,2,1,1,9
ACC043055,3,2,3,7,16,2,40,2,7,4,1,1,1
ACC043056,3,3,2,1,0,2,70,1,4,2,1,2,9
ACC043057,3,2,1,6,12,12,50,0,7,5,4,1,9
ACC043058,2,3,2,5,8,9,30,1,6,1,2,1,11
ACC043059,2,2,1,5,8,2,50,0,1,1,2,1,9
ACC043060,3,2,1,3,20,9,30,0,7,2,1,2,1
ACC043061,2,2,2,2,20,1,60,0,4,1,2,2,9
ACC043062,3,1,2,1,9,2,40,0,1,1,2,2,3
ACC043063,3,2,1,7,15,2,30,1,1,1,5,2,9
ACC043064,3,4,2,2,6,1,70,2,1,4,1,2,9
ACC043065,3,2,4,7,14,7,30,1,4,1,1,1,11
ACC043066,3,1,1,1,13,1,30,2,1,1,1,1,1
ACC043067,3,2,1,1,12,9,70,0,1,1,2,1,1
ACC043068,3,2,1,4,17,2,20,0,4,4,1,1,1
ACC043069,3,2,1,5,16,2,50,1,1,2,1,1,1
ACC043070,3,3,1,1,8,2,30,2,1,1,1,1,1
ACC043071,3,2,1,1,16,1,50,4,1,4,1,2,3
ACC043072,3,1,5,3,8,2,30,1,1,4,1,1,1
ACC043073,3,3,1,2,6,1,30,1,1,2,1,1,9
ACC043074,2,3,2,1,14,1,60,0,5,1,1,1,1
ACC043075,3,2,3,7,12,9,60,2,1,2,1,2,1
ACC043076,3,1,2,5,7,2,70,0,1,7,1,1,5
ACC043077,3,3,3,5,13,2,30,2,4,1,1,1,11
ACC043078,2,1,2,4,14,2,60,0,4,1,1,1,1
ACC043079,3,2,3,7,11,2,60,2,1,1,2,1,1
ACC043080,2,1,1,7,5,2,50,4,6,2,2,2,1
ACC043081,3,2,2,1,17,3,30,2,1,2,3,1,11
ACC043082,3,2,2,4,15,1,50,0,6,1,1,1,1
ACC043083,3,1,2,6,18,3,40,0,1,1,2,1,5
ACC043084,3,2,1,3,22,1,30,2,7,6,4,2,4
ACC043085,2,3,5,4,8,6,70,0,5,4,2,1,9
ACC043086,3,3,2,7,14,2,50,2,1,7,3,1,3
ACC043087,3,2,4,1,14,1,50,2,1,4,2,1,11
ACC043088,3,4,3,7,13,1,40,0,5,1,2,1,4
ACC043089,3,1,2,4,17,2,60,1,1,1,1,1,4
ACC043090,3,1,1,1,12,9,30,0,6,2,1,1,4
ACC043091,3,1,1,6,10,7,20,2,5,1,1,2,9
ACC043092,3,4,2,2,12,2,60,1,1,1,4,1,11
ACC043093,2,1,5,5,17,6,60,1,4,1,2,2,11
ACC043094,2,1,2,5,19,7,60,0,1,7,1,2,9
ACC043095,3,2,1,4,22,3,30,0,1,1,2,1,1
ACC043096,3,2,1,4,15,2,60,0,4,1,1,2,4
ACC043097,3,1,1,3,12,12,30,0,1,2,2,2,3
ACC043098,3,1,1,4,10,1,30,1,4,5,1,1,3
ACC043099,3,3,2,4,12,3,30,0,1,6,1,1,1
ACC043100,3,2,1,5,0,7,70,0,1,2,1,1,3
ACC043101,3,2,3,1,10,7,20,4,1,1,1,2,1
ACC043102,3,2,1,7,22,2,50,0,5,1,2,1,1
ACC043103,3,3,2,6,10,1,60,0,5,6,2,1,1
ACC043104,1,3,2,3,7,1,30,0,5,2,2,2,3
ACC043105,3,2,1,3,10,9,70,1,4,3,1,1,1
ACC043106,3,2,1,3,7,2,30,0,1,1,2,2,3
ACC043107,2,4,2,7,7,2,70,1,6,1,5,1,5
ACC043108,3,3,3,1,19,9,60,4,4,2,2,1,1
ACC043109,3,3,1,6,18,3,30,4,1,5,2,1,4
ACC043110,2,2,1,3,18,2,60,1,1,9,1,1,4
ACC043111,3,2,1,1,13,7,30,0,1,5,1,1,3
ACC043112,3,4,1,5,19,2,70,1,1,2,1,1,1
ACC043113,2,4,1,6,20,7,60,0,1,2,1,2,1
ACC043114,3,3,2,2,21,3,60,0,7,4,1,2,11
ACC043115,3,2,1,4,13,1,30,0,1,1,5,1,9
ACC043116,1,1,4,4,16,2,30,0,1,7,2,2,1
ACC043117,3,2,2,3,5,1,30,1,4,2,1,2,1
ACC043118,2,2,1,4,17,1,20,0,4,7,2,1,1
ACC043119,2,2,2,7,15,7,60,2,4,4,1,2,1
ACC043120,3,2,5,2,16,9,70,1,1,1,4,1,1
ACC043121,3,1,2,3,15,12,40,2,7,1,1,1,1
ACC043122,3,3,2,6,14,1,30,2,1,1,2,2,4
ACC043123,3,2,3,6,17,1,30,0,1,1,1,1,1
ACC043124,3,2,1,6,14,3,70,0,1,1,1,1,3
ACC043125,3,2,1,2,8,6,30,0,1,2,5,1,1
ACC043126,1,1,1,3,12,1,30,0,4,1,2,1,11
ACC043127,3,3,3,1,1,9,60,4,1,1,2,2,3
ACC043128,3,3,2,4,11,2,40,0,1,8,1,2,1
ACC043129,2,2,3,4,17,1,60,0,1,1,2,1,1
ACC043130,2,2,1,4,7,3,70,1,1,5,1,2,11
ACC043131,3,1,1,7,7,1,60,2,4,1,1,2,3
ACC043132,3,1,3,1,19,1,30,1,1,4,2,1,3
ACC043133,3,2,1,6,15,7,20,0,1,1,1,2,5
ACC043134,3,2,1,6,6,6,70,0,1,2,2,1,1
ACC043135,3,2,1,5,20,2,60,1,5,2,2,1,1
ACC043136,3,1,1,1,14,2,30,1,1,6,1,1,1
ACC043137,3,1,2,3,11,2,50,2,1,1,1,1,11
ACC043138,2,3,1,3,19,2,30,1,1,1,2,1,11
ACC043139,3,3,1,5,8,1,70,4,1,5,2,1,9
ACC043140,3,3,1,1,8,1,70,1,4,1,1,2,3
ACC043141,2,2,2,3,8,7,70,0,1,1,1,1,9
ACC043142,3,3,1,5,15,1,60,2,1,2,2,1,3
ACC043143,3,1,1,2,10,7,20,0,4,1,5,1,5
ACC043144,3,3,1,6,15,2,20,1,1,1,2,2,1
ACC043145,3,2,3,5,3,12,30,1,4,1,3,2,1
ACC043146,3,2,1,4,2,9,70,0,4,1,1,2,11
ACC043147,1,2,1,7,16,12,60,1,5,2,1,1,9
ACC043148,1,1,2,4,8,7,60,1,1,1,1,1,5
ACC043149,2,2,2,1,5,1,60,2,1,4,1,1,5
ACC043150,3,1,1,1,8,1,70,1,1,6,2,2,3
ACC043151,3,2,1,4,10,6,40,2,1,1,1,2,1
ACC043152,2,2,1,4,13,12,70,0,1,4,1,2,1
ACC043153,2,2,1,6,12,7,30,4,1,7,1,2,3
ACC043154,3,3,1,4,7,3,30,0,5,2,1,2,5
ACC043155,3,2,2,3,18,1,40,2,5,9,2,2,1
ACC043156,2,2,1,4,20,9,40,2,1,1,1,1,5
ACC043157,3,2,2,6,12,2,70,4,1,5,1,1,1
ACC043158,3,3,1,4,9,9,60,0,4,2,1,2,1
ACC043159,3,1,1,4,10,2,30,0,6,1,4,1,1
ACC043160,1,3,1,6,18,12,40,0,1,3,2,1,3
ACC043161,2,1,4,2,7,7,30,2,1,2,2,1,1
ACC043162,2,3,1,2,18,6,60,0,5,1,2,2,1
ACC043163,2,2,1,4,17,9,40,0,6,1,1,1,2
ACC043164,2,2,1,2,0,3,30,2,1,3,1,1,1
ACC043165,3,2,1,5,11,2,30,0,1,3,4,1,1
ACC043166,3,2,3,2,16,1,60,2,7,2,1,1,9
ACC043167,1,3,3,3,11,3,60,1,4,2,4,1,1
ACC043168,3,1,2,3,10,2,50,0,4,1,4,1,11
ACC043169,1,3,2,2,5,2,70,0,4,1,2,1,9
ACC043170,3,2,1,2,13,1,50,1,4,5,1,2,1
ACC043171,3,2,4,4,4,12,30,0,6,5,2,2,1
ACC043172,3,1,3,3,16,12,30,1,1,2,2,1,1
ACC043173,3,1,1,7,16,7,40,2,1,9,5,1,9
ACC043174,3,4,1,5,23,2,30,1,1,6,1,2,9
ACC043175,2,4,1,6,7,9,30,4,4,1,2,1,11
ACC043176,3,3,1,7,12,1,40,0,1,1,2,1,3
ACC043177,3,2,4,4,17,12,70,0,4,1,1,1,3
ACC043178,3,2,2,1,8,1,60,1,4,2,3,2,11
ACC043179,3,2,1,6,21,2,50,0,5,4,1,2,1
ACC043180,3,2,1,2,4,1,60,2,1,1,2,1,1
ACC043181,3,3,2,5,7,1,30,0,1,5,1,1,1
ACC043182,3,2,1,2,8,9,40,4,1,2,3,2,2
ACC043183,3,1,1,2,7,9,60,1,4,3,3,1,1
ACC043184,3,2,4,2,12,2,70,4,1,1,1,2,11
ACC043185,3,3,2,6,19,1,60,0,4,1,5,1,3
ACC043186,2,2,2,3,8,2,20,1,1,2,1,1,9
ACC043187,3,2,1,3,7,1,60,0,5,5,1,1,1
ACC043188,3,3,2,6,13,7,30,0,1,5,2,1,9
ACC043189,3,2,1,2,15,1,60,1,6,2,1,2,11
ACC043190,3,2,2,2,8,2,30,0,1,1,2,1,1
ACC043191,3,2,1,5,16,1,30,1,1,1,5,1,5
ACC043192,1,3,2,2,22,3,30,4,7,5,1,1,1
ACC043193,3,2,1,6,11,2,30,0,1,1,2,2,9
ACC043194,3,1,4,3,11,2,20,2,1,2,2,2,4
ACC043195,3,2,1,6,9,12,30,0,1,2,4,2,11
ACC043196,3,2,1,7,15,7,30,0,1,1,1,2,1
ACC043197,3,2,2,2,18,3,60,2,1,1,1,1,1
ACC043198,3,1,1,5,17,2,40,0,1,7,2,2,1
ACC043199,3,2,1,6,12,6,40,1,5,5,3,1,3
ACC043200,3,2,2,2,11,1,60,4,6,5,2,2,1
ACC043201,3,3,1,3,14,12,30,1,4,1,1,2,1
ACC043202,3,3,1,6,18,12,60,0,5,1,1,1,1
ACC043203,3,1,1,6,19,12,50,1,1,9,1,1,9
ACC043204,2,3,1,5,9,9,30,2,1,1,2,1,4
ACC043205,3,2,1,2,7,2,30,0,1,2,4,1,1
ACC043206,3,2,2,4,5,9,30,0,1,1,2,1,1
ACC043207,3,3,1,2,17,1,30,0,6,2,1,1,2
ACC043208,2,1,1,2,19,2,20,1,6,1,3,2,4
ACC043209,1,2,1,7,6,1,70,0,1,6,1,1,3
ACC043210,2,2,1,6,5,2,30,0,6,8,1,2,5
ACC043211,3,2,2,1,10,1,70,1,1,1,2,1,1
ACC043212,2,2,1,4,7,2,70,4,5,1,1,2,9
ACC043213,3,1,2,7,8,9,60,1,1,2,2,1,4
ACC043214,2,3,1,3,12,1,30,0,6,1,5,2,9
ACC043215,3,3,2,7,8,12,60,2,6,9,2,1,1
ACC043216,2,2,2,6,14,7,70,1,7,1,3,2,3
ACC043217,2,2,5,4,16,2,30,0,1,1,3,1,1
ACC043218,3,2,1,7,17,7,30,0,4,2,1,2,1
ACC043219,2,1,3,6,6,9,70,0,1,4,2,1,1
ACC043220,1,2,2,5,12,1,50,2,7,2,2,2,1
ACC043221,3,3,1,3,19,1,30,1,1,1,1,1,9
ACC043222,3,3,2,2,15,7,30,4,5,1,1,2,1
ACC043223,3,2,2,4,8,3,70,0,5,1,1,1,9
ACC043224,3,2,2,3,17,3,70,2,1,1,2,2,9
ACC043225,3,2,2,3,10,7,50,0,1,5,1,1,2
ACC043226,3,4,1,6,1,6,30,0,1,1,1,2,1
ACC043227,3,4,1,5,11,3,50,1,7,1,1,1,1
ACC043228,3,4,2,6,11,12,60,2,1,3,1,2,3
ACC043229,3,2,1,4,12,1,60,4,5,1,5,1,1
ACC043230,3,2,1,2,17,1,30,0,1,5,1,1,1
ACC043231,3,2,1,2,8,9,50,0,1,3,2,2,1
ACC043232,3,2,2,2,13,2,50,0,4,1,1,1,1
ACC043233,3,2,1,6,10,2,60,1,1,6,1,1,3
ACC043234,2,2,1,4,14,7,20,0,5,2,2,2,2
ACC043235,1,1,1,3,11,1,30,0,1,2,1,1,5
ACC043236,3,3,2,6,22,12,30,1,1,5,2,2,5
ACC043237,3,2,2,7,7,9,70,1,1,5,1,2,4
ACC043238,2,2,3,4,12,1,60,0,4,1,1,1,1
ACC043239,3,2,1,6,8,7,30,1,1,1,4,2,3
ACC043240,2,2,1,1,1,2,30,1,1,1,2,2,1
ACC043241,3,3,1,7,21,1,50,1,1,4,2,2,9
ACC043242,3,2,2,3,12,7,60,2,1,6,4,2,1
ACC043243,3,1,3,1,8,9,30,0,1,1,2,1,1
ACC043244,1,2,2,6,18,9,40,0,1,1,2,2,2
ACC043245,3,3,1,5,21,7,30,1,1,4,3,2,3
ACC043246,1,2,3,1,17,2,30,2,1,1,2,1,3
ACC043247,1,3,5,5,19,2,70,0,1,1,2,2,5
ACC043248,3,1,1,2,6,2,30,1,6,1,1,2,3
ACC043249,3,2,3,2,15,1,30,1,1,1,1,1,1
ACC043250,3,3,1,7,14,2,30,0,1,8,1,2,1
ACC043251,2,2,1,7,10,7,30,1,1,8,3,2,1
ACC043252,2,2,2,2,9,2,20,2,1,1,2,2,11
ACC043253,3,1,1,4,16,9,70,1,1,8,1,2,9
ACC043254,2,3,1,2,13,9,30,0,4,1,1,1,3
ACC043255,3,2,1,3,10,2,30,2,1,5,2,1,2
ACC043256,3,2,1,5,17,2,20,2,1,1,1,1,1
ACC043257,3,2,1,1,23,7,30,0,6,4,1,2,9
ACC043258,2,2,4,1,20,9,60,2,1,1,2,2,4
ACC043259,3,2,1,4,0,3,60,0,5,1,1,1,4
ACC043260,3,1,2,6,12,1,60,0,4,7,1,2,4
ACC043261,3,2,1,7,6,2,30,1,1,1,2,2,1
ACC043262,3,2,2,4,5,9,60,2,1,9,1,1,2
